time_step,flow,occupancy,speed,split,z_flow,z_occupancy,z_speed,is_anomaly
3649,459.0,0.0691,64.7,train,1.103492920781498,0.9437790507963039,0.018655380667257797,0
3650,523.0,0.0752,65.9,train,1.4755255460476726,1.161566157822724,0.35219479841449913,0
3651,485.0,0.071,65.8,train,1.2546311747958814,1.011614379214369,0.32439984693556007,0
3652,415.0,0.0618,65.3,train,0.8477204909110031,0.6831485784532114,0.1854250895408765,0
3653,509.0,0.0756,65.3,train,1.3941434092706968,1.1758472795949482,0.1854250895408765,0
3654,474.0,0.0693,65.5,train,1.1906880673282578,0.9509196116824161,0.24101499249875072,0
3655,470.0,0.0687,65.8,train,1.1674360282491218,0.9294979290240797,0.32439984693556007,0
3656,475.0,0.069,66.1,train,1.1965010770980418,0.9402087703532481,0.4077847013723694,0
3657,420.0,0.063,65.0,train,0.876785539759923,0.7259919437698842,0.10204023510406715,0
3658,431.0,0.0635,65.2,train,0.9407286472275468,0.7438433459851646,0.15763013806194137,0
3659,401.0,0.0568,66.5,train,0.7663383541340275,0.5046345563004083,0.5189645072881178,0
3660,422.0,0.0625,66.3,train,0.888411559299491,0.7081405415546038,0.46337460433024363,0
3661,471.0,0.0693,66.1,train,1.1732490380189058,0.9509196116824161,0.4077847013723694,0
3662,389.0,0.0542,67.3,train,0.6965822368966198,0.41180726478095053,0.7413241191196107,0
3663,414.0,0.0605,67.0,train,0.8419074811412192,0.6367349326934826,0.6579392646828014,0
3664,449.0,0.065,66.9,train,1.0453628230836582,0.7973975526310055,0.6301443132038663,0
3665,421.0,0.0622,66.2,train,0.882598549529707,0.6974297002254356,0.4355796528513085,0
3666,434.0,0.0637,66.0,train,0.9581676765368987,0.7509839068712768,0.37998974989343426,0
3667,409.0,0.0598,66.3,train,0.8128424322922992,0.6117429695920901,0.46337460433024363,0
3668,452.0,0.0688,65.2,train,1.0628018523930103,0.9330682094671359,0.15763013806194137,0
3669,363.0,0.0529,65.5,train,0.5454439828822364,0.36539361902122186,0.24101499249875072,0
3670,374.0,0.0566,64.8,train,0.6093870903498602,0.497493995414296,0.04645033214619293,0
3671,406.0,0.0614,64.6,train,0.7954034029829473,0.6688674566809872,-0.009139570811681288,0
3672,399.0,0.0607,64.1,train,0.7547123345944595,0.6438754935795946,-0.14811432820636486,0
3673,396.0,0.0581,65.3,train,0.7372733052851076,0.551048202060137,0.1854250895408765,0
3674,413.0,0.061,65.3,train,0.8360944713714352,0.6545863349087628,0.1854250895408765,0
3675,425.0,0.0645,64.7,train,0.9058505886088429,0.7795461504157252,0.018655380667257797,0
3676,370.0,0.0531,65.9,train,0.5861350512707242,0.37253417990733395,0.35219479841449913,0
3677,385.0,0.0588,64.9,train,0.6733301978174838,0.5760401651615294,0.07424528362513201,0
3678,356.0,0.0546,63.9,train,0.5047529144937485,0.42608838655317494,-0.20370423116423708,0
3679,341.0,0.0508,65.0,train,0.4175577679469889,0.2904177297170444,0.10204023510406715,0
3680,292.0,0.0409,66.7,train,0.13272028922757406,-0.06304003414550585,0.5745544102459921,0
3681,338.0,0.0483,67.3,train,0.400118738637637,0.20116071864064297,0.7413241191196107,0
3682,390.0,0.0558,67.6,train,0.7023952466664037,0.4689317518698477,0.8247089735564201,0
3683,342.0,0.0504,66.6,train,0.4233707777167729,0.2761366079448202,0.546759458767053,0
3684,297.0,0.0435,66.7,train,0.16178533807649395,0.02978725737395173,0.5745544102459921,0
3685,302.0,0.0428,68.2,train,0.1908503869254138,0.004795294272559315,0.9914786824300428,0
3686,344.0,0.0501,68.0,train,0.43499679725634083,0.265425766615652,0.9358887794721685,0
3687,282.0,0.0421,67.2,train,0.0745901915297343,-0.0201966688288331,0.7135291676406756,0
3688,292.0,0.0413,68.2,train,0.13272028922757406,-0.048758912373281435,0.9914786824300428,0
3689,279.0,0.0388,69.7,train,0.05715116222038237,-0.13801592344968308,1.4084029546140935,0
3690,346.0,0.0511,68.2,train,0.44662281679590876,0.30112857104621266,0.9914786824300428,0
3691,288.0,0.0414,68.3,train,0.10946825014843815,-0.045188631930225515,1.0192736339089778,0
3692,262.0,0.0372,69.2,train,-0.04167000386594522,-0.19514041053858025,1.26942819721941,0
3693,265.0,0.0386,68.3,train,-0.024230974556593295,-0.14515648433579517,1.0192736339089778,0
3694,283.0,0.0412,68.2,train,0.08040320129951828,-0.0523291928163376,0.9914786824300428,0
3695,252.0,0.0362,68.5,train,-0.09980010156378498,-0.23084321496914068,1.0748635368668522,0
3696,253.0,0.0376,67.4,train,-0.09398709179400101,-0.18085928876635585,0.7691190705985499,0
3697,263.0,0.0381,67.5,train,-0.03585699409616125,-0.1630078865510755,0.796914022077485,0
3698,267.0,0.0395,67.1,train,-0.01260495501702534,-0.11302396034829068,0.6857342161617366,0
3699,254.0,0.036,68.0,train,-0.08817408202421703,-0.23798377585525302,0.9358887794721685,0
3700,224.0,0.0314,68.8,train,-0.26256437511773634,-0.4022166762358319,1.1582483913036614,0
3701,253.0,0.0363,68.6,train,-0.09398709179400101,-0.22727293452608474,1.1026584883457873,0
3702,227.0,0.0321,68.8,train,-0.24512534580838438,-0.3772247131344395,1.1582483913036614,0
3703,194.0,0.0273,68.7,train,-0.4369546682112556,-0.5485981744011303,1.1304534398247263,0
3704,268.0,0.0377,69.2,train,-0.006791945247241365,-0.1772890083232999,1.26942819721941,0
3705,260.0,0.0365,69.3,train,-0.053296023405513177,-0.22013237363997268,1.297223148698345,0
3706,241.0,0.0348,68.6,train,-0.1637432090314087,-0.28082714117192575,1.1026584883457873,0
3707,227.0,0.0321,68.7,train,-0.24512534580838438,-0.3772247131344395,1.1304534398247263,0
3708,241.0,0.035,67.9,train,-0.1637432090314087,-0.27368658028581344,0.9080938279932335,0
3709,238.0,0.0331,68.7,train,-0.18118223834076064,-0.34152190870387883,1.1304534398247263,0
3710,255.0,0.0382,67.2,train,-0.08236107225443305,-0.1594376061080196,0.7135291676406756,0
3711,232.0,0.0324,68.4,train,-0.2160602969594645,-0.36651387180527123,1.047068585387917,0
3712,271.0,0.0386,68.4,train,0.010647084062110563,-0.14515648433579517,1.047068585387917,0
3713,232.0,0.0322,69.0,train,-0.2160602969594645,-0.3736544326913833,1.2138382942615358,0
3714,265.0,0.0378,68.6,train,-0.024230974556593295,-0.17371872788024376,1.1026584883457873,0
3715,243.0,0.0338,69.1,train,-0.15211718949184078,-0.31652994560248643,1.2416332457404708,0
3716,250.0,0.035,69.0,train,-0.11142612110335294,-0.27368658028581344,1.2138382942615358,0
3717,236.0,0.0332,69.2,train,-0.1928082578803286,-0.33795162826082265,1.26942819721941,0
3718,184.0,0.0256,69.0,train,-0.49508476590909534,-0.6092929419330835,1.2138382942615358,0
3719,213.0,0.0292,69.5,train,-0.32650748258536005,-0.4807628459830652,1.3528130516562193,0
3720,206.0,0.0304,67.4,train,-0.3671985509738479,-0.43791948066639247,0.7691190705985499,0
3721,220.0,0.031,68.3,train,-0.2858164141968722,-0.4164977980080561,1.0192736339089778,0
3722,210.0,0.0295,67.8,train,-0.343946511894712,-0.47005200465389707,0.8802988765142943,0
3723,209.0,0.0295,68.1,train,-0.349759521664496,-0.47005200465389707,0.9636837309511037,0
3724,175.0,0.0243,68.2,train,-0.5474018538371511,-0.6557065876928123,0.9914786824300428,0
3725,199.0,0.0286,68.1,train,-0.4078896193623357,-0.5021845286414016,0.9636837309511037,0
3726,169.0,0.0233,68.6,train,-0.582279912455855,-0.6914093921233729,1.1026584883457873,0
3727,186.0,0.0251,69.5,train,-0.4834587463695274,-0.6271443441483637,1.3528130516562193,0
3728,194.0,0.0273,68.8,train,-0.4369546682112556,-0.5485981744011303,1.1582483913036614,0
3729,167.0,0.0235,68.7,train,-0.593905931995423,-0.6842688312372608,1.1304534398247263,0
3730,197.0,0.0269,69.3,train,-0.4195156389019037,-0.5628792961733546,1.297223148698345,0
3731,169.0,0.0232,69.2,train,-0.582279912455855,-0.694979672566429,1.26942819721941,0
3732,207.0,0.0278,69.6,train,-0.3613855412040639,-0.5307467721858502,1.3806080031351544,0
3733,182.0,0.0243,69.4,train,-0.5067107854486633,-0.6557065876928123,1.325018100177284,0
3734,191.0,0.0262,69.2,train,-0.45439369752060754,-0.587871259274747,1.26942819721941,0
3735,210.0,0.0289999999999999,68.7,train,-0.343946511894712,-0.4879034068691809,1.1304534398247263,0
3736,202.0,0.0277,68.4,train,-0.39045059005298377,-0.5343170526289062,1.047068585387917,0
3737,173.0,0.0233,68.7,train,-0.5590278733767191,-0.6914093921233729,1.1304534398247263,0
3738,159.0,0.0219,68.6,train,-0.6404100101536948,-0.7413933183261578,1.1026584883457873,0
3739,130.0,0.0173,68.8,train,-0.80898729347743,-0.9056262187067368,1.1582483913036614,0
3740,111.0,0.0157,68.3,train,-0.9194344791033257,-0.9627507057956338,1.0192736339089778,0
3741,115.0,0.0157,68.3,train,-0.8961824400241897,-0.9627507057956338,1.0192736339089778,0
3742,115.0,0.0161,68.1,train,-0.8961824400241897,-0.9484695840234095,0.9636837309511037,0
3743,118.0,0.0168,68.0,train,-0.8787434107148377,-0.9234776209220171,0.9358887794721685,0
3744,71.0,0.0103,66.8,train,-1.1519548698946847,-1.155545849720661,0.6023493617249271,0
3745,105.0,0.0142,68.3,train,-0.9543125377220295,-1.0163049124414747,1.0192736339089778,0
3746,104.0,0.0148,67.7,train,-0.9601255474918134,-0.9948832297831383,0.8525039250353592,0
3747,112.0,0.0156,68.5,train,-0.9136214693335416,-0.9663209862386898,1.0748635368668522,0
3748,87.0,0.0118,68.1,train,-1.058946713578141,-1.1019916430748202,0.9636837309511037,0
3749,90.0,0.0123,68.4,train,-1.0415076842687891,-1.08414024085954,1.047068585387917,0
3750,85.0,0.0126,67.4,train,-1.070572733117709,-1.0734293995303716,0.7691190705985499,0
3751,84.0,0.0128,66.8,train,-1.076385742887493,-1.0662888386442597,0.6023493617249271,0
3752,76.0,0.011,66.9,train,-1.1228898210457647,-1.1305538866192688,0.6301443132038663,0
3753,81.0,0.0114,66.9,train,-1.0938247721968448,-1.1162727648470445,0.6301443132038663,0
3754,64.0,0.0087,67.5,train,-1.1926459382831724,-1.2126703368095582,0.796914022077485,0
3755,60.0,0.0083,68.1,train,-1.2158979773623084,-1.2269514585817825,0.9636837309511037,0
3756,61.0,0.0086,67.5,train,-1.2100849675925245,-1.2162406172526143,0.796914022077485,0
3757,78.0,0.0108,67.9,train,-1.1112638015061969,-1.1376944475053807,0.9080938279932335,0
3758,53.0,0.0077,67.3,train,-1.2565890457507962,-1.2483731412401189,0.7413241191196107,0
3759,54.0,0.0077,66.6,train,-1.2507760359810123,-1.2483731412401189,0.546759458767053,0
3760,46.0,0.0067,67.4,train,-1.297280114139284,-1.2840759456706796,0.7691190705985499,0
3761,44.0,0.0065,68.2,train,-1.3089061336788521,-1.2912165065567915,0.9914786824300428,0
3762,57.0,0.0086,67.4,train,-1.2333370066716602,-1.2162406172526143,0.7691190705985499,0
3763,37.0,0.0047,67.7,train,-1.34959720206734,-1.3554815545318006,0.8525039250353592,0
3764,53.0,0.0075,67.6,train,-1.2565890457507962,-1.255513702126231,0.8247089735564201,0
3765,39.0,0.006,67.9,train,-1.3379711825277718,-1.309067908772072,0.9080938279932335,0
3766,40.0,0.0062,66.7,train,-1.3321581727579879,-1.3019273478859599,0.5745544102459921,0
3767,44.0,0.0067,66.7,train,-1.3089061336788521,-1.2840759456706796,0.5745544102459921,0
3768,40.0,0.0062,68.0,train,-1.3321581727579879,-1.3019273478859599,0.9358887794721685,0
3769,40.0,0.0059,67.5,train,-1.3321581727579879,-1.3126381892151278,0.796914022077485,0
3770,23.0,0.0039,68.0,train,-1.4309793388443155,-1.3840437980762492,0.9358887794721685,0
3771,34.0,0.0047,67.6,train,-1.3670362313766917,-1.3554815545318006,0.8247089735564201,0
3772,26.0,0.0034,67.4,train,-1.4135403095349637,-1.4018952002915295,0.7691190705985499,0
3773,29.0,0.0049,67.0,train,-1.3961012802256116,-1.3483409936456885,0.6579392646828014,0
3774,23.0,0.0033,66.7,train,-1.4309793388443155,-1.4054654807345857,0.5745544102459921,0
3775,26.0,0.004,68.0,train,-1.4135403095349637,-1.380473517633193,0.9358887794721685,0
3776,17.0,0.0023,66.5,train,-1.4658573974630194,-1.4411682851651464,0.5189645072881178,0
3777,24.0,0.0034,68.5,train,-1.4251663290745316,-1.4018952002915295,1.0748635368668522,0
3778,21.0,0.0034,67.6,train,-1.4426053583838834,-1.4018952002915295,0.8247089735564201,0
3779,27.0,0.0039,68.0,train,-1.4077272997651795,-1.3840437980762492,0.9358887794721685,0
3780,19.0,0.0027,66.9,train,-1.4542313779234515,-1.4268871633929219,0.6301443132038663,0
3781,23.0,0.004,67.8,train,-1.4309793388443155,-1.380473517633193,0.8802988765142943,0
3782,18.0,0.0029,67.9,train,-1.4600443876932354,-1.41974660250681,0.9080938279932335,0
3783,28.0,0.0044,67.7,train,-1.4019142899953956,-1.3661923958609687,0.8525039250353592,0
3784,27.0,0.0045,65.9,train,-1.4077272997651795,-1.362622115417913,0.35219479841449913,0
3785,19.0,0.0042,65.0,train,-1.4542313779234515,-1.373332956747081,0.10204023510406715,0
3786,20.0,0.003,68.4,train,-1.4484183681536675,-1.4161763220637538,1.047068585387917,0
3787,19.0,0.0034,67.1,train,-1.4542313779234515,-1.4018952002915295,0.6857342161617366,0
3788,25.0,0.0031,67.7,train,-1.4193533193047476,-1.4126060416206978,0.8525039250353592,0
3789,14.0,0.002,67.5,train,-1.4832964267723714,-1.4518791264943143,0.796914022077485,0
3790,21.0,0.0034,66.6,train,-1.4426053583838834,-1.4018952002915295,0.546759458767053,0
3791,24.0,0.0038,67.2,train,-1.4251663290745316,-1.3876140785193054,0.7135291676406756,0
3792,20.0,0.0029,68.0,train,-1.4484183681536675,-1.41974660250681,0.9358887794721685,0
3793,13.0,0.0024,64.5,train,-1.4891094365421553,-1.4375980047220902,-0.03693452229061642,0
3794,17.0,0.0027,68.2,train,-1.4658573974630194,-1.4268871633929219,0.9914786824300428,0
3795,23.0,0.0038,67.0,train,-1.4309793388443155,-1.3876140785193054,0.6579392646828014,0
3796,14.0,0.0021,67.7,train,-1.4832964267723714,-1.4483088460512585,0.8525039250353592,0
3797,19.0,0.0037,66.4,train,-1.4542313779234515,-1.3911843589623614,0.4911695558091827,0
3798,19.0,0.0038,66.6,train,-1.4542313779234515,-1.3876140785193054,0.546759458767053,0
3799,20.0,0.0034,66.2,train,-1.4484183681536675,-1.4018952002915295,0.4355796528513085,0
3800,23.0,0.0041,67.9,train,-1.4309793388443155,-1.376903237190137,0.9080938279932335,0
3801,28.0,0.004,67.2,train,-1.4019142899953956,-1.380473517633193,0.7135291676406756,0
3802,34.0,0.0048,65.7,train,-1.3670362313766917,-1.3519112740887447,0.29660489545662494,0
3803,24.0,0.0036,66.3,train,-1.4251663290745316,-1.3947546394054173,0.46337460433024363,0
3804,24.0,0.0035,68.0,train,-1.4251663290745316,-1.3983249198484733,0.9358887794721685,0
3805,17.0,0.0029,67.8,train,-1.4658573974630194,-1.41974660250681,0.8802988765142943,0
3806,30.0,0.0054,67.9,train,-1.3902882704558277,-1.3304895914304082,0.9080938279932335,0
3807,29.0,0.0038,67.7,train,-1.3961012802256116,-1.3876140785193054,0.8525039250353592,0
3808,38.0,0.0059,67.4,train,-1.343784192297556,-1.3126381892151278,0.7691190705985499,0
3809,37.0,0.0059,67.6,train,-1.34959720206734,-1.3126381892151278,0.8247089735564201,0
3810,46.0,0.0065,67.3,train,-1.297280114139284,-1.2912165065567915,0.7413241191196107,0
3811,37.0,0.0066,67.3,train,-1.34959720206734,-1.2876462261137354,0.7413241191196107,0
3812,61.0,0.0089,67.7,train,-1.2100849675925245,-1.205529775923446,0.8525039250353592,0
3813,48.0,0.0064,68.0,train,-1.2856540945997161,-1.2947867869998475,0.9358887794721685,0
3814,64.0,0.0085,67.9,train,-1.1926459382831724,-1.2198108976956703,0.9080938279932335,0
3815,56.0,0.008,68.2,train,-1.2391500164414444,-1.2376622999109506,0.9914786824300428,0
3816,60.0,0.0088,68.2,train,-1.2158979773623084,-1.209100056366502,0.9914786824300428,0
3817,60.0,0.0091,68.1,train,-1.2158979773623084,-1.198389215037334,0.9636837309511037,0
3818,71.0,0.0103,67.8,train,-1.1519548698946847,-1.155545849720661,0.8802988765142943,0
3819,71.0,0.0108,67.3,train,-1.1519548698946847,-1.1376944475053807,0.7413241191196107,0
3820,64.0,0.0092,68.2,train,-1.1926459382831724,-1.194818934594278,0.9914786824300428,0
3821,68.0,0.0099,67.7,train,-1.1693938992040367,-1.1698269714928855,0.8525039250353592,0
3822,86.0,0.0117,68.5,train,-1.0647597233479251,-1.1055619235178762,1.0748635368668522,0
3823,75.0,0.011,67.9,train,-1.1287028308155487,-1.1305538866192688,0.9080938279932335,0
3824,70.0,0.0098,68.2,train,-1.1577678796644686,-1.1733972519359415,0.9914786824300428,0
3825,99.0,0.015,67.5,train,-0.9891905963407334,-0.9877426688970262,0.796914022077485,0
3826,92.0,0.0125,67.4,train,-1.0298816647292213,-1.0769996799734278,0.7691190705985499,0
3827,97.0,0.013,68.0,train,-1.0008166158803014,-1.0591482777581476,0.9358887794721685,0
3828,82.0,0.0116,67.7,train,-1.0880117624270609,-1.1091322039609324,0.8525039250353592,0
3829,104.0,0.015,67.2,train,-0.9601255474918134,-0.9877426688970262,0.7135291676406756,0
3830,84.0,0.0123,66.9,train,-1.076385742887493,-1.08414024085954,0.6301443132038663,0
3831,73.0,0.0103,66.7,train,-1.1403288503551168,-1.155545849720661,0.5745544102459921,0
3832,92.0,0.0136,67.2,train,-1.0298816647292213,-1.0377265950998111,0.7135291676406756,0
3833,99.0,0.0136,67.2,train,-0.9891905963407334,-1.0377265950998111,0.7135291676406756,0
3834,80.0,0.0123,66.9,train,-1.099637781966629,-1.08414024085954,0.6301443132038663,0
3835,119.0,0.0185,65.9,train,-0.8729304009450538,-0.862782853390064,0.35219479841449913,0
3836,115.0,0.017,66.6,train,-0.8961824400241897,-0.9163370600359049,0.546759458767053,0
3837,130.0,0.0196,64.9,train,-0.80898729347743,-0.8235097685164473,0.07424528362513201,0
3838,115.0,0.0163,66.7,train,-0.8961824400241897,-0.9413290231372974,0.5745544102459921,0
3839,115.0,0.016,66.8,train,-0.8961824400241897,-0.9520398644664655,0.6023493617249271,0
3840,123.0,0.0178,66.7,train,-0.8496783618659179,-0.8877748164914564,0.5745544102459921,0
3841,112.0,0.0163,66.2,train,-0.9136214693335416,-0.9413290231372974,0.4355796528513085,0
3842,133.0,0.0184,67.1,train,-0.7915482641680781,-0.8663531338331201,0.6857342161617366,0
3843,142.0,0.0192,67.2,train,-0.7392311762400223,-0.8377908902886716,0.7135291676406756,0
3844,133.0,0.0183,67.4,train,-0.7915482641680781,-0.8699234142761761,0.7691190705985499,0
3845,165.0,0.0231,67.4,train,-0.605531951534991,-0.6985499530094851,0.7691190705985499,0
3846,151.0,0.0213,66.6,train,-0.6869140883119665,-0.7628150009844942,0.546759458767053,0
3847,171.0,0.0238,66.9,train,-0.5706538929162871,-0.6735579899080926,0.6301443132038663,0
3848,168.0,0.0228,67.2,train,-0.588092922225639,-0.7092607943386532,0.7135291676406756,0
3849,200.0,0.0281,67.2,train,-0.40207660959255176,-0.5200359308566819,0.7135291676406756,0
3850,187.0,0.026,66.7,train,-0.4776457365997434,-0.5950118201608593,0.5745544102459921,0
3851,176.0,0.024,67.6,train,-0.5415888440673672,-0.6664174290219805,0.8247089735564201,0
3852,190.0,0.0261,67.7,train,-0.4602067072903915,-0.5914415397178031,0.8525039250353592,0
3853,194.0,0.0266,68.2,train,-0.4369546682112556,-0.5735901375025229,0.9914786824300428,0
3854,196.0,0.0279,67.3,train,-0.4253286486716876,-0.527176491742794,0.7413241191196107,0
3855,217.0,0.0298,67.8,train,-0.30325544350622413,-0.45934116332472885,0.8802988765142943,0
3856,216.0,0.0299,67.7,train,-0.3090684532760081,-0.4557708828816728,0.8525039250353592,0
3857,229.0,0.0304,68.7,train,-0.23349932626881645,-0.43791948066639247,1.1304534398247263,0
3858,229.0,0.0315,68.1,train,-0.23349932626881645,-0.3986463957927757,0.9636837309511037,0
3859,243.0,0.0324,69.0,train,-0.15211718949184078,-0.36651387180527123,1.2138382942615358,0
3860,260.0,0.0366,67.9,train,-0.053296023405513177,-0.2165620931969165,0.9080938279932335,0
3861,322.0,0.0449,67.4,train,0.30711058232109334,0.0797711835767368,0.7691190705985499,0
3862,280.0,0.0418,65.6,train,0.06296417199016635,-0.03090751015800135,0.2688099439776859,0
3863,272.0,0.0392,65.6,train,0.016460093831894538,-0.12373480167745893,0.2688099439776859,0
3864,276.0,0.0372,67.6,train,0.03971213291103044,-0.19514041053858025,0.8247089735564201,0
3865,222.0,0.0312,67.1,train,-0.27419039465730427,-0.409357237121944,0.6857342161617366,0
3866,283.0,0.0393,67.5,train,0.08040320129951828,-0.12016452123440276,0.796914022077485,0
3867,296.0,0.0415,67.2,train,0.15597232830670996,-0.04161835148716935,0.7135291676406756,0
3868,296.0,0.0408,67.6,train,0.15597232830670996,-0.06661031458856177,0.8247089735564201,0
3869,315.0,0.0455,66.7,train,0.2664195139326055,0.10119286623507306,0.5745544102459921,0
3870,292.0,0.0402,67.1,train,0.13272028922757406,-0.08803199724689827,0.6857342161617366,0
3871,320.0,0.0447,67.6,train,0.2954845627815254,0.07263062269062448,0.8247089735564201,0
3872,284.0,0.0394,67.3,train,0.08621621106930226,-0.11659424079134685,0.7413241191196107,0
3873,365.0,0.0521,66.7,train,0.5570700024218043,0.3368313754767733,0.5745544102459921,0
3874,348.0,0.049,66.6,train,0.45824883633547675,0.22615268174203537,0.546759458767053,0
3875,346.0,0.0497,66.0,train,0.44662281679590876,0.2511446448434278,0.37998974989343426,0
3876,246.0,0.0337,67.3,train,-0.13467816018248885,-0.32010022604554234,0.7413241191196107,0
3877,318.0,0.0459,66.6,train,0.2838585432419574,0.11547398800729747,0.546759458767053,0
3878,313.0,0.0445,66.7,train,0.25479349439303756,0.06549006180451239,0.5745544102459921,0
3879,332.0,0.047,66.6,train,0.3652406800189331,0.15474707288091405,0.546759458767053,0
3880,315.0,0.045,66.7,train,0.2664195139326055,0.08334146401979273,0.5745544102459921,0
3881,379.0,0.0535,66.6,train,0.63845213919878,0.38681530167955813,0.546759458767053,0
3882,302.0,0.043,66.9,train,0.1908503869254138,0.011935855158671398,0.6301443132038663,0
3883,327.0,0.0474,66.2,train,0.3361756311700132,0.16902819465313823,0.4355796528513085,0
3884,365.0,0.051,67.2,train,0.5570700024218043,0.2975582906031565,0.7135291676406756,0
3885,384.0,0.0534,67.3,train,0.6675171880476999,0.3832450212365022,0.7413241191196107,0
3886,406.0,0.0565,67.6,train,0.7954034029829473,0.4939237149712401,0.8247089735564201,0
3887,338.0,0.0486,66.5,train,0.400118738637637,0.21187155996981097,0.5189645072881178,0
3888,362.0,0.0508,66.1,train,0.5396309731124523,0.2904177297170444,0.4077847013723694,0
3889,349.0,0.0488,66.0,train,0.4640618461052607,0.2190121208559233,0.37998974989343426,0
3890,324.0,0.0456,65.7,train,0.3187366018606613,0.10476314667812922,0.29660489545662494,0
3891,377.0,0.0537,65.2,train,0.6268261196592121,0.3939558625656702,0.15763013806194137,0
3892,352.0,0.0501,64.5,train,0.4815008754146126,0.265425766615652,-0.03693452229061642,0
3893,318.0,0.0448,64.9,train,0.2838585432419574,0.07620090313368065,0.07424528362513201,0
3894,313.0,0.0436,65.6,train,0.25479349439303756,0.0333575378170079,0.2688099439776859,0
3895,375.0,0.0533,65.0,train,0.6152001001196441,0.37967474079344604,0.10204023510406715,0
3896,420.0,0.061,64.2,train,0.876785539759923,0.6545863349087628,-0.12031937672742576,0
3897,328.0,0.0456,65.2,train,0.3419886409397972,0.10476314667812922,0.15763013806194137,0
3898,412.0,0.0573,65.7,train,0.8302814616016512,0.5224859585156885,0.29660489545662494,0
3899,352.0,0.0476,66.4,train,0.4815008754146126,0.17616875553925054,0.4911695558091827,0
3900,337.0,0.0482,65.5,train,0.394305728867853,0.19759043819758682,0.24101499249875072,0
3901,309.0,0.0427,66.2,train,0.23154145531390166,0.0012250138295033972,0.4355796528513085,0
3902,356.0,0.0503,65.6,train,0.5047529144937485,0.27256632750176407,0.2688099439776859,0
3903,336.0,0.046,66.2,train,0.38849271909806904,0.11904426845035339,0.4355796528513085,0
3904,413.0,0.0577,65.8,train,0.8360944713714352,0.5367670802879129,0.32439984693556007,0
3905,361.0,0.0495,66.2,train,0.5338179633426684,0.2440040839573157,0.4355796528513085,0
3906,378.0,0.0536,65.7,train,0.632639129428996,0.3903855821226143,0.29660489545662494,0
3907,378.0,0.0533,65.2,train,0.632639129428996,0.37967474079344604,0.15763013806194137,0
3908,396.0,0.0571,64.6,train,0.7372733052851076,0.5153453976295763,-0.009139570811681288,0
3909,429.0,0.0624,63.9,train,0.9291026276879788,0.7045702611115476,-0.20370423116423708,0
3910,291.0,0.0421,63.7,train,0.1269072794577901,-0.0201966688288331,-0.25929413412210933,0
3911,344.0,0.0495,64.2,train,0.43499679725634083,0.2440040839573157,-0.12031937672742576,0
3912,437.0,0.0633,63.5,train,0.9756067058462506,0.7367027850990522,-0.3148840370799835,0
3913,433.0,0.0606,64.7,train,0.9523546667671147,0.6403052131365387,0.018655380667257797,0
3914,442.0,0.0637,64.2,train,1.0046717546951704,0.7509839068712768,-0.12031937672742576,0
3915,407.0,0.0579999999999999,64.7,train,0.8012164127527314,0.5474779216170774,0.018655380667257797,0
3916,418.0,0.0594,64.6,train,0.865159520220355,0.597461847819866,-0.009139570811681288,0
3917,435.0,0.0624,64.2,train,0.9639806863066827,0.7045702611115476,-0.12031937672742576,0
3918,390.0,0.0552,64.4,train,0.7023952466664037,0.4475100692115112,-0.06472947376955156,0
3919,404.0,0.0571,64.6,train,0.7837773834433794,0.5153453976295763,-0.009139570811681288,0
3920,396.0,0.0556,65.0,train,0.7372733052851076,0.4617911909837354,0.10204023510406715,0
3921,411.0,0.0566,65.9,train,0.8244684518318672,0.497493995414296,0.35219479841449913,0
3922,422.0,0.0589,65.7,train,0.888411559299491,0.5796104456045856,0.29660489545662494,0
3923,423.0,0.0624,64.3,train,0.8942245690692749,0.7045702611115476,-0.09252442524849064,0
3924,349.0,0.0497,64.4,train,0.4640618461052607,0.2511446448434278,-0.06472947376955156,0
3925,402.0,0.0564,65.0,train,0.7721513639038114,0.490353434528184,0.10204023510406715,0
3926,362.0,0.0494,65.9,train,0.5396309731124523,0.24043380351425955,0.35219479841449913,0
3927,389.0,0.0542,66.2,train,0.6965822368966198,0.41180726478095053,0.4355796528513085,0
3928,390.0,0.0552,65.3,train,0.7023952466664037,0.4475100692115112,0.1854250895408765,0
3929,378.0,0.0519,66.0,train,0.632639129428996,0.3296908145906612,0.37998974989343426,0
3930,465.0,0.0644,66.2,train,1.138370979400202,0.775975869972669,0.4355796528513085,0
3931,449.0,0.0635,65.6,train,1.0453628230836582,0.7438433459851646,0.2688099439776859,0
3932,436.0,0.0634,64.4,train,0.9697936960764666,0.7402730655421084,-0.06472947376955156,0
3933,443.0,0.0648,63.8,train,1.0104847644649544,0.7902569917448932,-0.2314991826431742,0
3934,415.0,0.0579999999999999,64.6,train,0.8477204909110031,0.5474779216170774,-0.009139570811681288,0
3935,404.0,0.0563,65.2,train,0.7837773834433794,0.486783154085128,0.15763013806194137,0
3936,402.0,0.0576,64.8,train,0.7721513639038114,0.5331967998448567,0.04645033214619293,0
3937,372.0,0.0543,64.4,train,0.5977610708102922,0.4153775452240067,-0.06472947376955156,0
3938,397.0,0.0573,64.1,train,0.7430863150548915,0.5224859585156885,-0.14811432820636486,0
3939,401.0,0.0548,66.3,train,0.7663383541340275,0.433228947439287,0.46337460433024363,0
