time_step,flow,occupancy,speed,split,z_flow,z_occupancy,z_speed,is_anomaly
4722,716.0,0.1088,60.7,train,1.6878465317576137,1.209201780349247,-0.1789496752002473,0
4723,759.0,0.1121,61.4,train,1.8985976693676885,1.296346869704393,-0.08627177410593911,0
4724,638.0,0.0951,60.5,train,1.305553770511432,0.8474176215112187,-0.20542907551290732,0
4725,600.0,0.1408,55.4,train,1.119308579135087,2.0542450710658104,-0.8806537834857284,0
4726,671.0,0.1041,55.1,train,1.4672930156540474,1.085086047025252,-0.9203728839547175,0
4727,591.0,0.085,59.0,train,1.0751978759143737,0.5807008328788036,-0.4040245778578546,0
4728,674.0,0.0962,61.0,train,1.4819965833942852,0.8764659846296003,-0.13923057473125822,0
4729,625.0,0.0954,61.0,train,1.241838310303735,0.8553399023616863,-0.13923057473125822,0
4730,603.0,0.0914,60.8,train,1.1340121468753246,0.7497094910221159,-0.1657099750439182,0
4731,625.0,0.0943,60.9,train,1.241838310303735,0.8262915392433045,-0.15247027488758821,0
4732,535.0,0.0795,61.4,train,0.800731278096602,0.4354590172868942,-0.08627177410593911,0
4733,541.0,0.0829,61.3,train,0.8301384135770776,0.525244866925529,-0.09951147426226911,0
4734,508.0,0.0745,62.0,train,0.6683991684344622,0.3034210031124311,-0.006833573167959991,0
4735,618.0,0.0916,62.5,train,1.2075299855765136,0.7549910115890945,0.05936492761368912,0
4736,612.0,0.0897,61.7,train,1.178122850096038,0.7048165662027986,-0.04655267363694908,0
4737,574.0,0.0841,62.6,train,0.991877658719693,0.5569339903273999,0.07260462777001912,0
4738,436.0,0.0638,63.1,train,0.3155135426687559,0.020859652779080258,0.13880312855166824,0
4739,610.0,0.0932,61.8,train,1.1683204716025462,0.7972431761249228,-0.03331297348062001,0
4740,498.0,0.0662,64.5,train,0.619387275967003,0.08423789958282248,0.32415893074028557,0
4741,489.0,0.0745,62.8,train,0.5752765727462897,0.3034210031124311,0.0990840280826782,0
4742,486.0,0.0704,63.2,train,0.5605730050060519,0.19514983148937162,0.15204282870799823,0
4743,436.0,0.0588,65.1,train,0.3155135426687559,-0.11117836139538266,0.4035971316782637,0
4744,462.0,0.0697,63.1,train,0.44294446308414986,0.17666450950494664,0.13880312855166824,0
4745,505.0,0.0771,62.6,train,0.6536956006942244,0.37208077048315197,0.07260462777001912,0
4746,496.0,0.0739,62.0,train,0.6095848974735112,0.2875764414114954,-0.006833573167959991,0
4747,441.0,0.0565,65.0,train,0.3400194889024855,-0.17191584791563552,0.39035743152193464,0
4748,565.0,0.0836,63.9,train,0.9477669554989797,0.5437301889099536,0.2447207298023064,0
4749,432.0,0.0607,64.7,train,0.2959087856817722,-0.06100391600908675,0.35063833105294556,0
4750,459.0,0.066,63.3,train,0.4282408953439121,0.07895637901584417,0.16528252886432732,0
4751,455.0,0.0704,62.6,train,0.4086361383569284,0.19514983148937162,0.07260462777001912,0
4752,517.0,0.074,63.2,train,0.7125098716551755,0.29021720169498477,0.15204282870799823,0
4753,493.0,0.0746,62.1,train,0.5948813297332733,0.3060617633959204,0.0064061269883700185,0
4754,506.0,0.0778,62.1,train,0.6585967899409704,0.39056609246757656,0.0064061269883700185,0
4755,446.0,0.0605,63.3,train,0.3645254351362151,-0.06628543657606524,0.16528252886432732,0
4756,519.0,0.0788,62.9,train,0.7223122501486673,0.4169736953024692,0.11232372823900821,0
4757,507.0,0.0712,63.9,train,0.6634979791877162,0.21627591375728558,0.2447207298023064,0
4758,431.0,0.0651,62.7,train,0.2910075964350263,0.055189536464440886,0.08584432792634913,0
4759,561.0,0.0876,61.9,train,0.928162198511996,0.6493606002495241,-0.02007327332429,0
4760,422.0,0.0579,63.8,train,0.246896893214313,-0.13494520394678594,0.23148102964597642,0
4761,492.0,0.0741,63.3,train,0.5899801404865275,0.2928579619784741,0.16528252886432732,0
4762,503.0,0.0674,65.2,train,0.6438932222007326,0.11592702298469376,0.4168368318345947,0
4763,515.0,0.0763,63.5,train,0.7027074931616837,0.350954688215238,0.19176192917698734,0
4764,460.0,0.0629,64.7,train,0.433142084590658,-0.0029071897723230264,0.35063833105294556,0
4765,437.0,0.0646,63.6,train,0.3204147319155018,0.04198573504699457,0.20500162933331734,0
4766,388.0,0.0561,63.1,train,0.08025645882495169,-0.1824788890495927,0.13880312855166824,0
4767,496.0,0.0722,63.5,train,0.6095848974735112,0.24268351659217818,0.19176192917698734,0
4768,496.0,0.0711,64.1,train,0.6095848974735112,0.21363515347379625,0.2712001301149655,0
4769,509.0,0.0702,64.4,train,0.6733003576812081,0.18986831092239295,0.3109192305839565,0
4770,470.0,0.0698,63.7,train,0.4821539770581172,0.17930526978843597,0.21824132948964733,0
4771,482.0,0.0635,64.8,train,0.5409682480190683,0.012937371928612619,0.36387803120927464,0
4772,493.0,0.0676,65.3,train,0.5948813297332733,0.12120854355167207,0.4300765319909237,0
4773,451.0,0.0635,65.5,train,0.3890313813699447,0.012937371928612619,0.45655593230358377,0
4774,446.0,0.0634,63.5,train,0.3645254351362151,0.010296611645123284,0.19176192917698734,0
4775,399.0,0.0514,66.7,train,0.1341695405391568,-0.3065946223735878,0.615432334179542,0
4776,440.0,0.0544,68.7,train,0.3351182996557396,-0.22737181386891012,0.8802263373061384,0
4777,375.0,0.0498,68.3,train,0.016540998617254717,-0.34884678690941606,0.8272675366808184,0
4778,519.0,0.0665,69.4,train,0.7223122501486673,0.09216018043329048,0.9729042384004475,0
4779,446.0,0.0568,69.1,train,0.3645254351362151,-0.1639935670651677,0.9331851379314565,0
4780,495.0,0.067,67.6,train,0.6046837082267652,0.10536398185073678,0.7345896355865092,0
4781,293.0,0.0374,67.8,train,-0.38535651961591083,-0.6763010620620841,0.7610690358991693,0
4782,394.0,0.0528,67.8,train,0.10966359430542721,-0.2696239784047382,0.7610690358991693,0
4783,470.0,0.0634,67.2,train,0.4821539770581172,0.010296611645123284,0.6816308349611911,0
4784,511.0,0.0695,66.7,train,0.6831027361747,0.17138298893796833,0.615432334179542,0
4785,538.0,0.0715,66.0,train,0.8154348458368398,0.2241981946077532,0.5227544330852328,0
4786,417.0,0.0539,67.0,train,0.2223909469805834,-0.24057561528635624,0.6551514346485311,0
4787,428.0,0.0555,68.0,train,0.27630402869478854,-0.19832345075052815,0.7875484362118292,0
4788,418.0,0.0519,69.1,train,0.22729213622732933,-0.2933908209561415,0.9331851379314565,0
4789,462.0,0.0593,68.4,train,0.44294446308414986,-0.09797455997793635,0.8405072368371493,0
4790,466.0,0.0651,65.9,train,0.4625492200711335,0.055189536464440886,0.5095147329289038,0
4791,419.0,0.0537,67.0,train,0.23219332547407523,-0.2458571358533349,0.6551514346485311,0
4792,426.0,0.0545,67.7,train,0.2665016502012967,-0.22473105358542078,0.7478293357428402,0
4793,463.0,0.0598,68.1,train,0.44784565233089574,-0.08477075856049003,0.8007881363681584,0
4794,425.0,0.0545,67.8,train,0.26160046095455075,-0.22473105358542078,0.7610690358991693,0
4795,401.0,0.0514,68.2,train,0.14397191903264867,-0.3065946223735878,0.8140278365244893,0
4796,449.0,0.0554,69.5,train,0.3792290028764529,-0.2009642110340175,0.9861439385567766,0
4797,449.0,0.0556,69.8,train,0.3792290028764529,-0.195682690467039,1.0258630390257657,0
4798,508.0,0.0662,68.6,train,0.6683991684344622,0.08423789958282248,0.8669866371498075,0
4799,391.0,0.0467,70.1,train,0.09496002656518945,-0.43071035569758304,1.0655821394947549,0
4800,424.0,0.0537,69.8,train,0.2566992717078048,-0.2458571358533349,1.0258630390257657,0
4801,426.0,0.0571,67.9,train,0.2665016502012967,-0.15607128621470007,0.7743087360555002,0
4802,483.0,0.0568,69.7,train,0.5458694372658142,-0.1639935670651677,1.0126233388694366,0
4803,546.0,0.0695,68.9,train,0.8546443598108072,0.17138298893796833,0.9067057376187985,0
4804,489.0,0.0597,69.5,train,0.5752765727462897,-0.08741151884397919,0.9861439385567766,0
4805,431.0,0.0539,69.0,train,0.2910075964350263,-0.24057561528635624,0.9199454377751275,0
4806,364.0,0.0461,68.2,train,-0.03737208309695041,-0.44655491739851855,0.8140278365244893,0
4807,416.0,0.0522,68.4,train,0.21748975773383747,-0.28546854010567363,0.8405072368371493,0
4808,619.0,0.0798,67.9,train,1.2124311748232595,0.4433812981373618,0.7743087360555002,0
4809,612.0,0.0776,68.1,train,1.178122850096038,0.3852845719005983,0.8007881363681584,0
4810,506.0,0.0622,69.1,train,0.6585967899409704,-0.021392511756747824,0.9331851379314565,0
4811,533.0,0.0686,68.7,train,0.7909288996031102,0.14761614638656467,0.8802263373061384,0
4812,497.0,0.0618,69.1,train,0.6144860867202571,-0.0319555528907048,0.9331851379314565,0
4813,431.0,0.0529,69.6,train,0.2910075964350263,-0.26698321812124887,0.9993836387131056,0
4814,533.0,0.0638,70.9,train,0.7909288996031102,0.020859652779080258,1.1714997407453949,0
4815,467.0,0.0589,69.9,train,0.46745040931787946,-0.10853760111189333,1.0391027391820966,0
4816,521.0,0.0644,69.8,train,0.7321146286421591,0.0367042144800159,1.0258630390257657,0
4817,532.0,0.0671,69.5,train,0.7860277103563643,0.10800474213422612,0.9861439385567766,0
4818,506.0,0.0634,68.9,train,0.6585967899409704,0.010296611645123284,0.9067057376187985,0
4819,513.0,0.0659,68.4,train,0.6929051146681918,0.07631561873235483,0.8405072368371493,0
4820,410.0,0.0534,67.2,train,0.18808262225336195,-0.25377941670380255,0.6816308349611911,0
4821,416.0,0.0547,66.7,train,0.21748975773383747,-0.21944953301844228,0.615432334179542,0
4822,485.0,0.0662,65.4,train,0.555671815759306,0.08423789958282248,0.4433162321472547,0
4823,476.0,0.0903,58.7,train,0.5115611125385927,0.7206611279037343,-0.4437436783268437,0
4824,469.0,0.0664,61.0,train,0.4772527878113713,0.08951942014980115,-0.13923057473125822,0
4825,448.0,0.0546,65.6,train,0.37432781362970696,-0.22209029330193145,0.46979563245991285,0
4826,400.0,0.0544,65.2,train,0.13907072978590274,-0.22737181386891012,0.4168368318345947,0
4827,349.0,0.049,64.3,train,-0.11088992179813922,-0.36997286917733,0.2976795304276255,0
4828,409.0,0.0569,64.2,train,0.18318143300661602,-0.16135280678167857,0.28443983027129643,0
4829,431.0,0.0628,63.0,train,0.2910075964350263,-0.005547950055812362,0.1255634283953382,0
4830,357.0,0.0464,64.9,train,-0.07168040782417186,-0.4386326365480509,0.37711773136560556,0
4831,298.0,0.0398,66.2,train,-0.3608505733821812,-0.6129228152583419,0.5492338333978929,0
4832,324.0,0.0469,65.3,train,-0.23341965296678727,-0.4254288351306046,0.4300765319909237,0
4833,364.0,0.0494,65.6,train,-0.03737208309695041,-0.359409828043373,0.46979563245991285,0
4834,315.0,0.0395,67.8,train,-0.27753035618750055,-0.6208450961088097,0.7610690358991693,0
4835,293.0,0.0396,67.2,train,-0.38535651961591083,-0.6182043358253204,0.6816308349611911,0
4836,259.0,0.0374,66.3,train,-0.5519969540052722,-0.6763010620620841,0.5624735335542219,0
4837,239.0,0.0292,69.8,train,-0.6500207389401905,-0.8928434053082034,1.0258630390257657,0
4838,234.0,0.0373,64.9,train,-0.6745266851739201,-0.6789418223455734,0.37711773136560556,0
4839,222.0,0.0504,57.6,train,-0.7333409561348712,-0.3330022252084804,-0.589380380046472,0
4840,300.0,0.0396,63.5,train,-0.3510481948886894,-0.6182043358253204,0.19176192917698734,0
4841,232.0,0.0308,65.6,train,-0.684329063667412,-0.8505912407723752,0.46979563245991285,0
4842,239.0,0.0318,67.2,train,-0.6500207389401905,-0.8241836379374826,0.6816308349611911,0
4843,257.0,0.0358,65.9,train,-0.5617993324987639,-0.7185532265979123,0.5095147329289038,0
4844,183.0,0.0462,57.8,train,-0.9244873367579621,-0.44391415711502935,-0.5629009797338128,0
4845,266.0,0.0339,64.9,train,-0.5176886292780507,-0.7687276719842082,0.37711773136560556,0
4846,302.0,0.0438,63.2,train,-0.3412458163951975,-0.5072924039187716,0.15204282870799823,0
4847,255.0,0.0345,64.8,train,-0.5716017109922558,-0.7528831102832726,0.36387803120927464,0
4848,235.0,0.0304,69.2,train,-0.6696254959271742,-0.8611542819063325,0.9464248380877875,0
4849,216.0,0.0303,68.3,train,-0.7627480916153467,-0.8637950421898216,0.8272675366808184,0
4850,213.0,0.0287,69.5,train,-0.7774516593555845,-0.9060472067256496,0.9861439385567766,0
4851,233.0,0.0313,70.1,train,-0.6794278744206661,-0.837387439354929,1.0655821394947549,0
4852,241.0,0.0311,71.8,train,-0.6402183604466987,-0.8426689599219075,1.2906570421523622,0
4853,210.0,0.0341,66.5,train,-0.7921552270958222,-0.7634461514172298,0.588952933866882,0
4854,217.0,0.0259,71.5,train,-0.7578469023686007,-0.979988494663349,1.250937941683373,0
4855,197.0,0.0286,70.1,train,-0.8558706873035192,-0.908687967009139,1.0655821394947549,0
4856,247.0,0.0378,66.6,train,-0.6108112249662232,-0.6657380209281271,0.602192634023211,0
4857,191.0,0.0293,66.1,train,-0.8852778227839947,-0.8902026450247142,0.535994133241562,0
4858,172.0,0.0269,65.3,train,-0.9784004184721672,-0.9535808918284564,0.4300765319909237,0
4859,174.0,0.0238,68.6,train,-0.9685980399786754,-1.0354444606166233,0.8669866371498075,0
4860,149.0,0.0211,68.6,train,-1.0911277711473235,-1.1067449882708336,0.8669866371498075,0
4861,150.0,0.0272,66.4,train,-1.0862265819005774,-0.9456586109779886,0.5757132337105529,0
4862,185.0,0.0246,68.6,train,-0.9146849582644703,-1.0143183783487095,0.8669866371498075,0
4863,193.0,0.0264,69.6,train,-0.875475444290503,-0.9667846932459028,0.9993836387131056,0
4864,167.0,0.0231,68.8,train,-1.002906364705897,-1.0539297826010483,0.8934660374624674,0
4865,156.0,0.0218,69.5,train,-1.056819446420102,-1.0882596662864086,0.9861439385567766,0
4866,153.0,0.0215,69.7,train,-1.0715230141603398,-1.0961819471368766,1.0126233388694366,0
4867,182.0,0.0393,62.8,train,-0.929388526004708,-0.6261266166757882,0.0990840280826782,0
4868,194.0,0.0356,58.3,train,-0.870574255043757,-0.7238347471648908,-0.49670247895216374,0
4869,197.0,0.0282,63.0,train,-0.8558706873035192,-0.919251008143096,0.1255634283953382,0
4870,173.0,0.0299,61.9,train,-0.9734992292254213,-0.8743580833237787,-0.02007327332429,0
4871,174.0,0.0237,66.4,train,-0.9685980399786754,-1.0380852209001128,0.5757132337105529,0
4872,176.0,0.0276,66.7,train,-0.9587956614851836,-0.9350955698440316,0.615432334179542,0
4873,157.0,0.0223,69.1,train,-1.051918257173356,-1.0750558648689623,0.9331851379314565,0
4874,175.0,0.0255,68.9,train,-0.9636968507319295,-0.9905515357973061,0.9067057376187985,0
4875,162.0,0.0237,68.8,train,-1.0274123109396265,-1.0380852209001128,0.8934660374624674,0
4876,158.0,0.0257,67.4,train,-1.0470170679266102,-0.9852700152303275,0.7081102352738511,0
4877,135.0,0.0219,66.8,train,-1.1597444206017664,-1.0856189060029193,0.628672034335871,0
4878,137.0,0.0211,66.5,train,-1.1499420421082744,-1.1067449882708336,0.588952933866882,0
4879,152.0,0.0237,65.1,train,-1.0764242034070857,-1.0380852209001128,0.4035971316782637,0
4880,152.0,0.0318,59.6,train,-1.0764242034070857,-0.8241836379374826,-0.3245863769198755,0
4881,146.0,0.0226,62.8,train,-1.1058313388875611,-1.0671335840184948,0.0990840280826782,0
4882,174.0,0.0256,65.8,train,-0.9685980399786754,-0.9879107755138169,0.49627503277257284,0
4883,130.0,0.0193,67.0,train,-1.184250366835496,-1.1542786733736403,0.6551514346485311,0
4884,159.0,0.0271,65.7,train,-1.042115878679864,-0.9482993712614779,0.48303533261624376,0
4885,126.0,0.0221,65.3,train,-1.2038551238224795,-1.0803373854359408,0.4300765319909237,0
4886,121.0,0.0193,66.9,train,-1.2283610700562093,-1.1542786733736403,0.641911734492202,0
4887,106.0,0.017,67.5,train,-1.301878908757398,-1.215016159893893,0.7213499354301802,0
4888,96.0,0.016,68.0,train,-1.3508908012248573,-1.2414237627287856,0.7875484362118292,0
4889,103.0,0.0164,68.7,train,-1.3165824764976357,-1.2308607215948288,0.8802263373061384,0
4890,93.0,0.0161,67.9,train,-1.365594368965095,-1.2387830024452964,0.7743087360555002,0
4891,97.0,0.0164,68.2,train,-1.3459896119781114,-1.2308607215948288,0.8140278365244893,0
4892,74.0,0.0146,66.2,train,-1.4587169646532674,-1.2783944066976354,0.5492338333978929,0
4893,79.0,0.0129,67.3,train,-1.4342110184195378,-1.3232873315169527,0.6948705351175202,0
4894,77.0,0.0154,65.9,train,-1.4440133969130298,-1.2572683244297214,0.5095147329289038,0
4895,69.0,0.0138,65.2,train,-1.4832229108869972,-1.2995204889655494,0.4168368318345947,0
4896,69.0,0.0117,69.6,train,-1.4832229108869972,-1.354976454918824,0.9993836387131056,0
4897,60.0,0.011,70.0,train,-1.5273336141077103,-1.3734617769032489,1.0523424393384258,0
4898,44.0,0.0089,69.2,train,-1.6057526420556452,-1.4289177428565232,0.9464248380877875,0
4899,47.0,0.0083,69.4,train,-1.5910490743154073,-1.4447623045574587,0.9729042384004475,0
4900,73.0,0.0122,70.4,train,-1.4636181539000135,-1.3417726535013774,1.1053012399637459,0
4901,59.0,0.0136,67.7,train,-1.5322348033544564,-1.304802009532528,0.7478293357428402,0
4902,61.0,0.0141,66.3,train,-1.5224324248609644,-1.2915982081150816,0.5624735335542219,0
4903,69.0,0.012,68.6,train,-1.4832229108869972,-1.3470541740683561,0.8669866371498075,0
4904,65.0,0.0118,68.9,train,-1.5028276678739807,-1.3523356946353347,0.9067057376187985,0
4905,47.0,0.0086,69.1,train,-1.5910490743154073,-1.436840023706991,0.9331851379314565,0
4906,54.0,0.0238,57.7,train,-1.556740749588186,-1.0354444606166233,-0.576140679890142,0
4907,73.0,0.0158,61.8,train,-1.4636181539000135,-1.2467052832957641,-0.03331297348062001,0
4908,67.0,0.0112,65.4,train,-1.493025289380489,-1.3681802563362702,0.4433162321472547,0
4909,72.0,0.0147,66.5,train,-1.4685193431467594,-1.2757536464141461,0.588952933866882,0
4910,64.0,0.0277,57.0,train,-1.5077288571207268,-0.9324548095605423,-0.668818580984451,0
4911,52.0,0.0109,63.8,train,-1.5665431280816777,-1.376102537186738,0.23148102964597642,0
4912,62.0,0.0118,66.6,train,-1.5175312356142185,-1.3523356946353347,0.602192634023211,0
4913,71.0,0.0155,65.6,train,-1.4734205323935052,-1.254627564146232,0.46979563245991285,0
4914,50.0,0.0094,66.7,train,-1.5763455065751697,-1.415713941439077,0.615432334179542,0
4915,93.0,0.0162,68.2,train,-1.365594368965095,-1.2361422421618071,0.8140278365244893,0
4916,63.0,0.0124,68.1,train,-1.5126300463674727,-1.336491132934399,0.8007881363681584,0
4917,62.0,0.018,60.0,train,-1.5175312356142185,-1.1886085570590004,-0.2716275762945564,0
4918,66.0,0.0141,62.3,train,-1.4979264786272348,-1.2915982081150816,0.032885527301029095,0
4919,58.0,0.0107,66.2,train,-1.5371359926012023,-1.3813840577537164,0.5492338333978929,0
4920,77.0,0.0174,65.0,train,-1.4440133969130298,-1.204453118759936,0.39035743152193464,0
4921,85.0,0.016,67.0,train,-1.4048038829390623,-1.2414237627287856,0.6551514346485311,0
4922,66.0,0.0118,68.3,train,-1.4979264786272348,-1.3523356946353347,0.8272675366808184,0
4923,69.0,0.0139999999999999,67.8,train,-1.4832229108869972,-1.2942389683985736,0.7610690358991693,0
4924,101.0,0.0174,69.5,train,-1.3263848549911277,-1.204453118759936,0.9861439385567766,0
4925,61.0,0.0141,66.8,train,-1.5224324248609644,-1.2915982081150816,0.628672034335871,0
4926,105.0,0.0215,66.3,train,-1.306780098004144,-1.0961819471368766,0.5624735335542219,0
4927,111.0,0.0262,61.6,train,-1.2773729625236685,-0.9720662138128812,-0.05979237379327909,0
4928,136.0,0.0242,65.6,train,-1.1548432313550203,-1.0248814194826665,0.46979563245991285,0
4929,118.0,0.0238,65.0,train,-1.243064637796447,-1.0354444606166233,0.39035743152193464,0
4930,139.0,0.0254,66.6,train,-1.1401396636147827,-0.9931922960807953,0.602192634023211,0
4931,132.0,0.0204,70.0,train,-1.174447988342004,-1.1252303102552583,1.0523424393384258,0
4932,189.0,0.0305,69.7,train,-0.8950802012774866,-0.8585135216228431,1.0126233388694366,0
4933,175.0,0.0299,69.3,train,-0.9636968507319295,-0.8743580833237787,0.9596645382441166,0
4934,201.0,0.0372,65.2,train,-0.8362659303165355,-0.6815825826290628,0.4168368318345947,0
4935,214.0,0.033,67.6,train,-0.7725504701088386,-0.7924945145356116,0.7345896355865092,0
4936,244.0,0.0368,69.0,train,-0.6255147927064609,-0.6921456237630197,0.9199454377751275,0
4937,237.0,0.0324,71.9,train,-0.6598231174336824,-0.8083390762365472,1.3038967423086931,0
4938,304.0,0.0477,69.7,train,-0.33144343790170566,-0.40430275286269046,1.0126233388694366,0
4939,237.0,0.0386,68.8,train,-0.6598231174336824,-0.6446119386602129,0.8934660374624674,0
4940,299.0,0.0458,68.6,train,-0.35594938413543525,-0.45447719824898636,0.8669866371498075,0
4941,325.0,0.0517,66.2,train,-0.22851846372004134,-0.29867234152311994,0.5492338333978929,0
4942,269.0,0.0386,70.0,train,-0.5029850615378129,-0.6446119386602129,1.0523424393384258,0
4943,373.0,0.0507,72.5,train,0.006738620123762874,-0.3250799443580126,1.3833349432466713,0
4944,435.0,0.0637,71.2,train,0.31061235342201,0.01821889249559129,1.211218841214384,0
4945,536.0,0.0735,72.7,train,0.805632467343348,0.27701340027753846,1.4098143435593313,0
4946,550.0,0.081,70.1,train,0.8742491167977909,0.47507042153923307,1.0655821394947549,0
4947,581.0,0.0933,67.9,train,1.0261859834469145,0.7998839364084118,0.7743087360555002,0
4948,747.0,0.1051,68.7,train,1.8397833984067373,1.1114936498601447,0.8802263373061384,0
4949,598.0,0.0855,68.4,train,1.109506200641595,0.5939046342962498,0.8405072368371493,0
4950,673.0,0.0876,71.6,train,1.477095394147539,0.6493606002495241,1.2641776418397022,0
4951,642.0,0.0856,72.0,train,1.3251585274984157,0.5965453945797389,1.317136442465022,0
4952,705.0,0.094,72.2,train,1.6339334500434086,0.8183692583928368,1.343615842777682,0
4953,688.0,0.0894,72.9,train,1.5506132328487279,0.6968942853523307,1.4362937438719914,0
4954,666.0,0.0893,72.5,train,1.4427870694203178,0.6942535250688416,1.3833349432466713,0
4955,793.0,0.1018,73.2,train,2.0652381037570495,1.0243485605049991,1.4760128443409803,0
4956,731.0,0.0987,73.6,train,1.7613643704588027,0.9424849917168319,1.5289716449662984,0
4957,712.0,0.1106,68.8,train,1.6682417747706302,1.256735465452054,0.8934660374624674,0
4958,574.0,0.0776,71.2,train,0.991877658719693,0.3852845719005983,1.211218841214384,0
4959,629.0,0.0841,72.7,train,1.2614430672907186,0.5569339903273999,1.4098143435593313,0
4960,734.0,0.0967,73.7,train,1.7760679381990403,0.8896697860470466,1.5422113451226296,0
4961,468.0,0.0712,69.8,train,0.4723515985646254,0.21627591375728558,1.0258630390257657,0
4962,717.0,0.0973,72.2,train,1.6927477210043598,0.9055143477479822,1.343615842777682,0
4963,660.0,0.0923,71.9,train,1.4133799339398423,0.7734763335735192,1.3038967423086931,0
4964,464.0,0.0623,73.9,train,0.45274684157764167,-0.01875175147325849,1.5686907454352894,0
4965,724.0,0.0977,73.8,train,1.7270560457315811,0.9160773888819392,1.5554510452789585,0
4966,566.0,0.0802,72.8,train,0.9526681447457256,0.4539443392713188,1.4230540437156602,0
4967,662.0,0.1048,68.8,train,1.423182312433334,1.103571369009677,0.8934660374624674,0
4968,717.0,0.1081,63.6,train,1.6927477210043598,1.1907164583648224,0.20500162933331734,0
4969,739.0,0.1067,61.3,train,1.8005738844327699,1.153745814395973,-0.09951147426226911,0
4970,724.0,0.1043,60.6,train,1.7270560457315811,1.0903675675922306,-0.1921893753565773,0
4971,718.0,0.0992,61.1,train,1.6976489102511056,0.9556887931342782,-0.1259908745749282,0
4972,588.0,0.107,55.7,train,1.0604943081741358,1.1616680952464404,-0.8409346830167383,0
4973,714.0,0.1052,57.0,train,1.678044153264122,1.114134410143634,-0.668818580984451,0
4974,757.0,0.1171,56.7,train,1.8887952908741965,1.4283848838788555,-0.7085376814534401,0
4975,772.0,0.1145,57.5,train,1.9623131295753853,1.3597251165081352,-0.602620080202802,0
4976,779.0,0.1165,57.8,train,1.9966214543026068,1.4125403221779202,-0.5629009797338128,0
4977,759.0,0.1077,60.1,train,1.8985976693676885,1.1801534172308654,-0.2583878761382264,0
4978,651.0,0.0935,60.5,train,1.369269230719129,0.8051654569753904,-0.20542907551290732,0
4979,687.0,0.1048,59.7,train,1.545712043601982,1.103571369009677,-0.3113466767635455,0
4980,722.0,0.1062,59.7,train,1.7172536672380894,1.1405420129785264,-0.3113466767635455,0
4981,646.0,0.1027,56.7,train,1.3447632844853994,1.0481154030564024,-0.7085376814534401,0
4982,724.0,0.1129,56.6,train,1.7270560457315811,1.3174729519723067,-0.7217773816097701,0
4983,615.0,0.0871,59.0,train,1.1928264178362757,0.6361567988320778,-0.4040245778578546,0
4984,824.0,0.1369,55.5,train,2.217174970406173,1.951255420009729,-0.8674140833293984,0
4985,754.0,0.177,47.4,train,1.8740917231339587,3.010200293688922,-1.939829795992114,1
4986,644.0,0.3179,35.0,train,1.3349609059919074,6.7310315331252895,-3.581552615377012,1
4987,574.0,0.2339999999999999,28.2,train,0.991877658719693,4.515433655277798,-4.481852226007439,1
4988,671.0,0.3125,25.2,train,1.4672930156540474,6.588430477816869,-4.8790432306973335,1
4989,642.0,0.3054,23.8,train,1.3251585274984157,6.400936497689131,-5.0643990328859525,1
4990,685.0,0.2286,25.0,train,1.5359096651084903,4.37283259996938,-4.905522631009994,1
4991,671.0,0.2165,28.2,train,1.4672930156540474,4.05330060566718,-4.481852226007439,1
4992,517.0,0.2419,25.0,train,0.7125098716551755,4.724053717673452,-4.905522631009994,1
4993,651.0,0.2228,27.2,train,1.369269230719129,4.219668503527003,-4.614249227570737,1
4994,661.0,0.2795,23.6,train,1.4182811231865882,5.716979584265414,-5.090878433198611,1
4995,724.0,0.2472,26.4,train,1.7270560457315811,4.864014012698383,-4.720166828821377,1
4996,652.0,0.2488,25.5,train,1.3741704199658749,4.906266177234211,-4.839324130228345,1
4997,655.0,0.2579,25.0,train,1.3888739877061127,5.146575363031734,-4.905522631009994,1
4998,664.0,0.2742,24.7,train,1.4329846909268258,5.577019289240482,-4.945241731478983,1
4999,760.0,0.1511,34.0,train,1.9034988586144344,2.3262433802652045,-3.71394961694031,1
5000,770.0,0.1278,43.3,train,1.9525107510818935,1.7109462342122064,-2.482657502401637,0
5001,727.0,0.1367,45.0,train,1.741759613471819,1.9459738994427502,-2.2575825997440297,0
5002,736.0,0.1797,41.1,train,1.7858703166925323,3.0815008213431323,-2.7739309058408925,1
5003,668.0,0.1389,42.0,train,1.4525894479138095,2.0040706256795144,-2.6547736044339243,0
5004,597.0,0.0978,48.2,train,1.1046050113948491,0.9187181491654286,-1.833912194741475,0
5005,720.0,0.1097,53.1,train,1.7074512887445974,1.2329686229006507,-1.185166887081314,0
5006,578.0,0.0985,53.0,train,1.0114824157066766,0.9372034711498536,-1.198406587237644,0
5007,660.0,0.1132,52.3,train,1.4133799339398423,1.3253952328227745,-1.291084488331953,0
5008,654.0,0.1146,51.5,train,1.3839727984593666,1.362365876791624,-1.3970020895825912,0
5009,741.0,0.1333,51.1,train,1.8103762629262619,1.856188049804116,-1.4499608902079104,0
5010,805.0,0.1471,50.7,train,2.124052374718001,2.220612968925634,-1.5029196908332294,0
5011,771.0,0.1139,54.8,train,1.9574119403286394,1.3438805548071995,-0.9600919844237075,0
5012,620.0,0.0979,54.4,train,1.2173323640700053,0.921358909448918,-1.0130507850490267,0
5013,692.0,0.1012,56.8,train,1.5702179898357116,1.0085039988040634,-0.6952979812971111,0
